tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1597988298374676480,positive,,,python,GPT3,"Python (computer programming), use personal organization software",,"gpt3, time, saver, time, code, instructions, wait, gpt4","is, sink, generating, written, cant","incredible, huge, adept, python","gpt3, a huge time","its also quite adept at generating python code from written instructions, python code, written instructions, gpt4",sink,"chatgpt, ai, will"
1597988183945654272,positive,,,,AI,electricity principles,,"ai, poem, bids, i, i, gpt2, resistance, peers, poetry, lots, auction, username","is, have, imagined, began, writing, humbled, represent","live, open, username, much, grateful, special","my ai poem, i, i","bids at username, username, this, gpt2, 2018, much resistance from my peers, my peers, poetry, the 15 lots in this special auction, this special auction",is,"poem, poetry, write poem, poems, asked, wrote, asked chatgpt, ai, poetic, chatgpt poetry, poem written, chatgpt ai"
1597987931721007104,neutral,,,model,"Cerebras Systems, Cirrascale Cloud Services, Cerebras AI Model Studio",use personal organization software,,"cerebras, systems, cloud, services, cerebras, model, studio, gptclass, models, time, aithority","introduce, ai, train, accuracy","cirrascale, faster",cerebras systems and cirrascale cloud services,"cerebras, gptclass models, 8x, to accuracy aithority",introduce,"chatgpt, ai, will"
1597987829656977408,positive,,,,AI,,,"gpt, art, generation","are, fascinating","interesting, ai",so very interesting gpt 3 and ai art generation,,are,"chatgpt, ai, will"
1597987822384087040,neutral,,,,GPT3,,,"release, gpt3, scenarios, tip, iceberg","opens, were, looking","latest, many","latest release of gpt3, so many scenarios","gpt3, the tip of the iceberg, the iceberg",opens,"chatgpt, ai, will"
1597987792369651712,negative,,brother,,GPT3,,,"world, name, gptx, mistakes, mistakes, details, instance, i, brother, i, knows","think, put, looks, are, did, know, am, have, see","dystopian, aware, gpt3","you, what, mistakes, you, i, i, gpt3","a dystopian world where you put your name in gptx and what looks like as mistakes are not really mistakes but details that you simply did not know for instance, your name, gptx, that, instance, any brother that i have see below, that",think,"chatgpt, ai, will"
1597987502627115008,neutral,aipowered workspace,,,"GPT3, AIPowered Workspace, gpt3",,,"bundleiq, gpt3, workspace, futureofwork, gpt3, gpt4",aipowered,"username, ai",,"gpt3, aipowered workspace, username ai futureofwork gpt3 gpt4",bundleiq,"chatgpt, ai, will"
1597987011616546816,positive,,golfer,,GPT3,,,"i, gpt3, career, golfer","am, is, making","username, beautiful, happy","i, so happy gpt3","a career as a golfer, a golfer","username, am","chatgpt, ai, will"
1597986957329829888,neutral,,,,GPT3,,,"spin, ai, trolley, problems, gpt3",,"new, ethical",a new spin to ethical,gpt3,ai,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1597986955329146880,neutral,machinelearning philosophy,,,"RT A New Spin to Ethical AI Trolley Problems, GPT3, gpt3","radiotherapy, ethics, philosophical schools of thought",,"spin, ai, trolley, problems, artificialintelligence, ethics, philosophy","rt, gpt3, machinelearning","new, ethical, gpt3","rt a new spin to ethical, gpt3 artificialintelligence ethics","a new spin, gpt3 artificialintelligence ethics gpt3 machinelearning philosophy",ai,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1597986598322597888,neutral,,,,GPT3,,,"spin, ai, trolley, problems, gpt3",,"new, ethical",a new spin to ethical,gpt3,ai,"chatgpt, ai, will"
1597986558753542144,neutral,,users,,gpt,English,,"yeah, i, class, id, left, turn, editors, power, users, gpt, factcheckers, world","had, take, becoming, brave","username, english, hard, critical, new","i, factcheckers","an english class id, us, a hard left turn into becoming extremely critical editors and power users of gpt as well as, gpt, new world","username, take","chatgpt, ai, will"
1597986431146029056,positive,,,,GPT3,,,"ars, upgrades, poetry, lyrics, username","technica, gpt3, stunning, rhyming",openai,,"rhyming poetry and lyrics, username",stunning,"chatgpt, ai, will"
1597986350531489792,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics, ars","gpt3, stunning, rhyming, technica",,openai upgrades gpt3,rhyming poetry and lyrics ars,stunning,"chatgpt, ai, will"
1597984232059863040,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597984145623375872,positive,motivates people,people,,GPT3,"keep company, show determination, LESS",,"gpt3, post, readers, overconfidence, overconfidence, people, risks, success","encourages, be, scared, argues, be, motivates, take, stay, is","less, beneficial, optimistic, strive","this post, it, overconfidence, it, it","readers, overconfidence, people, risks, success",argues,"chatgpt, ai, will"
1597983558609821696,negative,,,,"InstructGPT, GPT3",trademarks,,"username, something, waters, stuff, instructgpt, gpt3, method, brand","be, called, were, getting, are, being, pitched, being, treated",murky,"it, stuff like instructgpt and gpt3","murky waters where stuff like instructgpt and gpt3 are being pitched as a method but being treated more like a brand, instructgpt and gpt3, a method, a brand",username,"chatgpt, ai, will"
1597982860178509824,neutral,,soon,algorithm,,algorithms,,"username, i, preview, documents, origins, gpt4, algorithm","was, giving, need, say, indicate",many,"i, many documents","a preview of what many documents will need to say soon to indicate their origins in the gpt4 algorithm, what, their origins in the gpt4 algorithm, the gpt4 algorithm",username,"chatgpt, ai, will"
1597982572759638016,negative,,engineer,,gpt,,ICT technician,"engineer, property, meter, install, mon, tuesday, attempt, meter, engineer","attended, tried, calling, going, tried, gpt, wed, is, getting, help","username, 2nd, third","username engineer, webchat, we, this, you","property for meter install, meter install, mon, a meter, us",help,"chatgpt, ai, will"
1597982558964178944,positive,simulate a previous version,,,GPT3,,,"application, gpt3, version","using, simulate","wonderful, previous",,"gpt3, it, a previous version of yourself, yourself",application,"chatgpt, ai, will"
1597982391586258944,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597982374469722112,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597982165152960512,positive,,,,"GPT3, IFS",,,"see, gpt3, context, partswork, introspection, cc, username",used,"cool, ifs",gpt3 used in the context of ifs partswork introspection,"the context of ifs partswork introspection, ifs partswork introspection",see,"chatgpt, ai, will"
1597981395074551808,positive,generated an entire story,,,AIgenerated cc,,,"gpt3, insane, story, lines, everything, cc","playing, generated, gave, is, aigenerated","w, entire, few, top, green, username","it, i","w gpt3, its insane, an entire story for me, me, just a few lines i gave it at the top everything in green, it, the top everything in green, green",generated,"chatgpt, ai, will"
1597980948154314752,negative,,people,,GPT3,,,"lot, people, projects, applications, top, gpt3","building, are, going, hate",,a lot of people building projects or applications on top of gpt3,"people building projects or applications, projects or applications, top of gpt3, gpt3, 1",going,"chatgpt, ai, will"
1597980618335596544,positive,,patient,,,terminology,,"demos, language, models","are, are, lets, be","demos, large, future, patient","demos, large language models, the future lets",,are,"chatgpt, ai, will"
1597980481529688064,positive,,,,GPT,,,"chance, steam, deck, giveaway, gpt, passiveincome","earn, win",rewardxp,,"a chance to win a steam deck 512gb with rewardxp giveaway gpt passiveincome, a steam deck, rewardxp giveaway gpt passiveincome",earn,"chatgpt, ai, will"
1597980151513587712,negative,make stuff,,,GPT3,LESS,,"russia, claims, stuff, bwcrevcon","is, speaking, repeating, summarizing, ill, let, make, said, cant, be, was, said","gpt3, possible, less, accurate","russia, gpt3, they, it, what","their claims, stuff, what",speaking,"ukraine, russia, russian, putin, war, turkey, nato, ukraines, ukrainian, earthquake, peace, diplomacy, invade ukraine, invasion"
1597980064372903936,neutral,,,,GPT3,,,"gpt3, device, cs2, system",called,single,,a single device called cs2 system,gpt3,"chatgpt, ai, will"
1597978169294090240,neutral,,"anyone, her",,gpt,design principles,video and motion picture editor,"username, anyone, anne, form, arakis, house, editor, cuz, yah","wondering, got, wrote, was, became, killed, gpt, written, was","final, powerful, real, destroyed, strong","anyone, anne, her final form, it, she, she","its, arakis house, his editor",written,"chatgpt, ai, will"
1597978140231761920,positive,,,,gpt3,,,"gpt3, masterpiece",,,,,masterpiece,"chatgpt, ai, will"
1597978101417484288,positive,,,aztec,,,,"today, results, cervantes, gpt, footprint, california, complex","reported, expanding, mineralized, depth","more, big, qfp, intrusive, north",,"more big results from cervantes 073 gpt au, cervantes 073 gpt au, 1140, the footprint of the california, the california, qfp intrusive complex, the north 5",reported,"chatgpt, ai, will"
1597977353233526784,neutral,,,model,"New Video, TextDavinci, GPT3, TextDavinci003",natural language processing,,"video, gpt3, gpt3, model, textdavinci003, vs, textdavinci, video, performance, gpt3, models, textdavinci003, textdavinci002, language, processing, tasks","is, compares","new, various, natural","which one, this video","gpt3 gpt3 model, textdavinci 002, the performance of the gpt3 models, the gpt3 models, various natural language processing tasks","video, is","davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
